latitude,longitude,altitude,geometry,No.,Name,Floor,X,Y,Z
-33.91163503776442,150.93381677355973,10.39,Point,2271,R1396,GF,308978.878,6245718.162,10.39
-33.91157095012909,150.93377241212727,10.39,Point,2272,R1396,GF,308974.633,6245725.187,10.39
-33.91147613520182,150.9337561106346,10.35,Point,2273,R1397,GF,308972.914,6245735.672,10.35
-33.9114907070405,150.9337497025795,10.35,Point,2274,R1397,GF,308972.354,6245734.044,10.35
-33.91151949774441,150.93370994463768,10.35,Point,2275,R1397,GF,308968.742,6245730.777,10.35
-33.91156895990664,150.93381178261478,10.35,Point,2276,R1397,GF,308978.269,6245725.481,10.35
-33.911544865572345,150.9339277576715,10.35,Point,2277,R1397,GF,308988.939,6245728.369,10.35
-33.911507740536535,150.93389320315325,10.35,Point,2278,R1397,GF,308985.661,6245732.422,10.35
-33.91148977512991,150.93388007516606,10.35,Point,2279,R1397,GF,308984.407,6245734.39,10.35
-33.911445754762326,150.9338231059822,10.35,Point,2280,R1397,GF,308979.041,6245739.166,10.35
-33.89517639944734,150.93388755137264,26.88,Point,2281,R1398,GF,308948.691,6247543.618,26.88
-33.89517639944734,150.93388755137264,29.88,Point,2281,R1398,F 1,308948.691,6247543.618,29.88
-33.89486360451724,150.93384397564688,26.88,Point,2283,R1398,GF,308943.963,6247578.227,26.88
-33.89486360451724,150.93384397564688,29.88,Point,2283,R1398,F 1,308943.963,6247578.227,29.88
-33.895024148312636,150.93372568275208,26.88,Point,2284,R1398,GF,308933.381,6247560.202,26.88
-33.895024148312636,150.93372568275208,29.88,Point,2284,R1398,F 1,308933.381,6247560.202,29.88
-33.895208126077364,150.93378200022508,26.88,Point,2285,R1398,GF,308939,6247539.903,26.88
-33.895208126077364,150.93378200022508,29.88,Point,2285,R1398,F 1,308939,6247539.903,29.88
-33.91205023575748,150.93371418582473,10.48,Point,2286,R1399,GF,308970.319,6245671.924,10.48
-33.91211957164693,150.9337521265076,10.48,Point,2287,R1399,GF,308973.982,6245664.305,10.48
-33.91208902131263,150.93383156351572,10.48,Point,2288,R1399,GF,308981.259,6245667.841,10.48
-33.91202008408586,150.93379266145195,10.48,Point,2289,R1399,GF,308977.508,6245675.414,10.48
-33.90094122890364,150.9337277199213,9.32,Point,2290,R1400,GF,308946.774,6246903.98,9.32
-33.9010149996298,150.93378545664646,9.32,Point,2291,R1400,GF,308952.278,6246895.906,9.32
-33.90095813803083,150.93386490167856,9.32,Point,2292,R1400,GF,308959.498,6246902.36,9.32
-33.90088425428499,150.9338068756851,9.32,Point,2293,R1400,GF,308953.967,6246910.446,9.32
-33.91024403242648,150.9337255210966,10.22,Point,2294,R1401,GF,308967.335,6245872.26,10.22
-33.91030268800164,150.9337631998018,10.22,Point,2295,R1401,GF,308970.95,6245865.825,10.22
-33.910258135471885,150.93382281471057,10.22,Point,2296,R1401,GF,308976.363,6245870.877,10.22
-33.91019944429013,150.93378408782738,10.22,Point,2297,R1401,GF,308972.651,6245877.314,10.22
-33.90039050912869,150.93374230793404,10.07,Point,2298,R1404,GF,308946.894,6246965.084,10.07
-33.90045427808407,150.9338337746202,10.07,Point,2299,R1404,GF,308955.495,6246958.182,10.07
-33.90042135936116,150.93394243208508,10.07,Point,2300,R1404,GF,308965.47,6246962.035,10.07
-33.90035712651441,150.9338512576903,10.07,Point,2301,R1404,GF,308956.895,6246968.989,10.07
-33.90065639430661,150.93374695350764,9.79,Point,2302,R1405,GF,308947.917,6246935.605,9.79
-33.90072674894415,150.93380046878227,9.79,Point,2303,R1405,GF,308953.023,6246927.902,9.79
-33.90067875254196,150.93388001318735,9.79,Point,2304,R1405,GF,308960.272,6246933.373,9.79
-33.900608639897385,150.93382694619584,9.79,Point,2305,R1405,GF,308955.208,6246941.05,9.79
-33.91191755768249,150.93373970004222,10.39,Point,2306,R1406,GF,308972.382,6245686.686,10.39
-33.91198165139082,150.93379516827318,10.39,Point,2307,R1406,GF,308977.654,6245679.681,10.39
-33.91192143371007,150.9338556816772,10.39,Point,2308,R1406,GF,308983.115,6245686.472,10.39
-33.911857002484176,150.93380105432385,10.39,Point,2309,R1406,GF,308977.92,6245693.516,10.39
-33.90079465337818,150.93375148908603,9.5,Point,2310,R1407,GF,308948.645,6246920.28,9.5
-33.90086010599656,150.93381110254995,9.5,Point,2311,R1407,GF,308954.304,6246913.132,9.5
-33.90081075221281,150.93389250729567,9.5,Point,2312,R1407,GF,308961.722,6246918.757,9.5
-33.90074506528957,150.93383289945479,9.5,Point,2313,R1407,GF,308956.063,6246925.931,9.5
-33.903049210912734,150.93375459537515,9.74,Point,2314,R1408,GF,308953.964,6246670.247,9.74
-33.903045868402664,150.93383428631338,9.74,Point,2315,R1408,GF,308961.326,6246670.766,9.74
-33.90297172086495,150.93386693797157,9.74,Point,2316,R1408,GF,308964.18,6246679.05,9.74
-33.90294747303602,150.93378677754168,9.74,Point,2317,R1408,GF,308956.713,6246681.59,9.74
-33.90299490975314,150.93375072617118,9.74,Point,2318,R1408,GF,308953.485,6246676.262,9.74
-33.91809006343511,150.93386864719574,10.66,Point,2319,R1409,GF,308998.085,6245002.371,10.66
-33.91809006343511,150.93386864719574,13.66,Point,2319,R1409,F 1,308998.085,6245002.371,13.66
-33.91825632002746,150.93374213508997,10.66,Point,2320,R1409,GF,308986.759,6244983.697,10.66
-33.91825632002746,150.93374213508997,13.66,Point,2320,R1409,F 1,308986.759,6244983.697,13.66
-33.91845320336951,150.93374006285154,10.66,Point,2321,R1409,GF,308987.007,6244961.858,10.66
-33.91845320336951,150.93374006285154,13.66,Point,2321,R1409,F 1,308987.007,6244961.858,13.66
-33.91828694697672,150.9338665860842,10.66,Point,2322,R1409,GF,308998.334,6244980.532,10.66
-33.91828694697672,150.9338665860842,13.66,Point,2322,R1409,F 1,308998.334,6244980.532,13.66
-33.911085494975644,150.93377410677684,10.23,Point,2323,R1410,GF,308973.706,6245779.029,10.23
-33.91115728616576,150.9338369265468,10.23,Point,2324,R1410,GF,308979.675,6245771.184,10.23
-33.911104989576856,150.933924566005,10.23,Point,2325,R1410,GF,308987.662,6245777.147,10.23
-33.91103390110288,150.9338600962147,10.23,Point,2326,R1410,GF,308981.542,6245784.911,10.23
-33.900107391155785,150.93378270470933,10.71,Point,2327,R1411,GF,308949.998,6246996.558,10.71
-33.9001746935834,150.9338703444642,10.71,Point,2328,R1411,GF,308958.253,6246989.257,10.71
-33.900147426841706,150.93397031184907,10.71,Point,2329,R1411,GF,308967.437,6246992.467,10.71
-33.900110144817745,150.9339312346661,10.71,Point,2330,R1411,GF,308963.74,6246996.529,10.71
-33.90009334579166,150.93391131102072,10.71,Point,2331,R1411,GF,308961.86,6246998.355,10.71
-33.90005433559574,150.93385307117606,10.71,Point,2332,R1411,GF,308956.387,6247002.573,10.71
-33.894425169645714,150.9351729318852,23.99,Point,2334,R1412,GF,309065.893,6247629.323,23.99
-33.894425169645714,150.9351729318852,26.99,Point,2334,R1412,F 1,309065.893,6247629.323,26.99
-33.894431434927725,150.93432924765764,23.99,Point,2336,R1412,GF,308987.879,6247627.059,23.99
-33.894431434927725,150.93432924765764,26.99,Point,2336,R1412,F 1,308987.879,6247627.059,26.99
-33.89449669010564,150.93421853136465,23.99,Point,2337,R1412,GF,308977.785,6247619.616,23.99
-33.89449669010564,150.93421853136465,26.99,Point,2337,R1412,F 1,308977.785,6247619.616,26.99
-33.894426262881176,150.93413326455237,23.99,Point,2338,R1412,GF,308969.742,6247627.268,23.99
-33.894426262881176,150.93413326455237,26.99,Point,2338,R1412,F 1,308969.742,6247627.268,26.99
-33.89433002004223,150.93398992999576,23.99,Point,2339,R1412,GF,308956.271,6247637.675,23.99
-33.89433002004223,150.93398992999576,26.99,Point,2339,R1412,F 1,308956.271,6247637.675,26.99
-33.89450764927717,150.93379522424107,23.99,Point,2340,R1412,GF,308938.66,6247617.613,23.99
-33.89450764927717,150.93379522424107,26.99,Point,2340,R1412,F 1,308938.66,6247617.613,26.99
-33.894797388430774,150.93442200540068,23.99,Point,2341,R1412,GF,308997.274,6247586.646,23.99
-33.894797388430774,150.93442200540068,26.99,Point,2341,R1412,F 1,308997.274,6247586.646,26.99
-33.89996957856469,150.93380800294898,11.19,Point,2342,R1413,GF,308952.03,6247011.889,11.19
-33.90003213023154,150.93387905068863,11.19,Point,2343,R1413,GF,308958.74,6247005.084,11.19
-33.89999181896667,150.93396413998758,11.19,Point,2344,R1413,GF,308966.519,6247009.713,11.19
-33.89992969332486,150.9338932225087,11.19,Point,2345,R1413,GF,308959.822,6247016.471,11.19
-33.90025001560909,150.93380934557973,10.38,Point,2346,R1414,GF,308952.78,6246980.79,10.38
-33.9003158043813,150.93388845786515,10.38,Point,2347,R1414,GF,308960.243,6246973.641,10.38
-33.900269178398,150.93398358319874,10.38,Point,2348,R1414,GF,308968.936,6246978.989,10.38
-33.90020340009465,150.9339040164677,10.38,Point,2349,R1414,GF,308961.431,6246986.136,10.38
-33.90258283212587,150.933815777639,10.19,Point,2350,R1415,GF,308958.581,6246722.084,10.19
-33.902673375135315,150.93380855335516,10.19,Point,2351,R1415,GF,308958.115,6246712.029,10.19
-33.90266488347944,150.93392314482603,10.19,Point,2352,R1415,GF,308968.693,6246713.184,10.19
-33.902572488403614,150.93393015415535,10.19,Point,2353,R1415,GF,308969.135,6246723.444,10.19
-33.89965337636734,150.93381714711603,12.12,Point,2354,R1417,GF,308952.17,6247046.974,12.12
-33.89974220319738,150.9339333439162,12.12,Point,2355,R1417,GF,308963.114,6247037.339,12.12
-33.89969454070822,150.9340725683908,12.12,Point,2356,R1417,GF,308975.883,6247042.884,12.12
-33.89960675046802,150.93395580583012,12.12,Point,2357,R1417,GF,308964.889,6247052.403,12.12
-33.90233545036254,150.93384933326857,10.24,Point,2359,R1418,GF,308961.132,6246749.582,10.24
-33.902265915143666,150.9339483659788,10.24,Point,2360,R1418,GF,308970.135,6246757.478,10.24
-33.90218144551789,150.93390376546978,10.24,Point,2361,R1418,GF,308965.822,6246766.763,10.24
-33.90221378561787,150.9338439213178,10.24,Point,2362,R1418,GF,308960.36,6246763.065,10.24
-33.902230665895715,150.9338192482938,10.24,Point,2363,R1418,GF,308958.116,6246761.147,10.24
-33.909729771148925,150.93390683721935,9.58,Point,2364,R1419,GF,308982.953,6245929.631,9.58
-33.909773707699905,150.93381588629777,9.58,Point,2365,R1419,GF,308974.641,6245924.589,9.58
-33.909827266046435,150.93389907651263,9.58,Point,2366,R1419,GF,308982.453,6245918.804,9.58
-33.90978332943486,150.93399002745326,9.58,Point,2367,R1419,GF,308990.765,6245923.846,9.58
-33.91126831742775,150.93384971115535,10.25,Point,2368,R1420,GF,308981.105,6245758.894,10.25
-33.91128578055212,150.9339505802115,10.25,Point,2369,R1420,GF,308990.471,6245757.145,10.25
-33.91120606963957,150.93391605886512,10.25,Point,2370,R1420,GF,308987.101,6245765.921,10.25
-33.91118779675669,150.93381529597647,10.25,Point,2371,R1420,GF,308977.743,6245767.76,10.25
-33.91136080036094,150.93381946836752,10.33,Point,2372,R1421,GF,308978.515,6245748.581,10.33
-33.91143087597835,150.93388752085443,10.33,Point,2373,R1421,GF,308984.964,6245740.936,10.33
-33.91137594056914,150.93397427257673,10.33,Point,2374,R1421,GF,308992.863,6245747.19,10.33
-33.911306466464715,150.93390552421047,10.33,Point,2375,R1421,GF,308986.351,6245754.767,10.33
-33.91099727105258,150.93382548671272,10.22,Point,2376,R1422,GF,308978.26,6245788.909,10.22
-33.91103119591777,150.9338858788394,10.22,Point,2377,R1422,GF,308983.92,6245785.259,10.22
-33.911010838214914,150.93399025611873,10.22,Point,2378,R1422,GF,308993.526,6245787.711,10.22
-33.91094110826189,150.934021787843,10.22,Point,2379,R1422,GF,308996.286,6245795.503,10.22
-33.9109321237105,150.93389851197946,10.22,Point,2380,R1422,GF,308984.867,6245796.27,10.22
-33.90799927526008,150.93396939305737,8.81,Point,2381,R1424,GF,308984.875,6246121.666,8.81
-33.90799927526008,150.93396939305737,11.81,Point,2381,R1424,F 1,308984.875,6246121.666,11.81
-33.907945177738746,150.93389383079173,8.81,Point,2382,R1424,GF,308977.767,6246127.525,8.81
-33.907945177738746,150.93389383079173,11.81,Point,2382,R1424,F 1,308977.767,6246127.525,11.81
-33.908015024124005,150.9338429073457,8.81,Point,2383,R1424,GF,308973.214,6246119.684,8.81
-33.908015024124005,150.9338429073457,11.81,Point,2383,R1424,F 1,308973.214,6246119.684,11.81
-33.90806794742507,150.93391834657984,8.81,Point,2384,R1424,GF,308980.308,6246113.955,8.81
-33.90806794742507,150.93391834657984,11.81,Point,2384,R1424,F 1,308980.308,6246113.955,11.81
-33.8990567512679,150.9338548139522,13.71,Point,2385,R1425,GF,308954.322,6247113.212,13.71
-33.89914246955079,150.93389913411622,13.71,Point,2386,R1425,GF,308958.612,6247103.788,13.71
-33.899067220137404,150.93396607757236,13.71,Point,2387,R1425,GF,308964.635,6247112.258,13.71
-33.89898156721771,150.9339208150534,13.71,Point,2388,R1425,GF,308960.258,6247121.673,13.71
-33.89951042595817,150.93385759949015,12.65,Point,2389,R1426,GF,308955.592,6247062.903,12.65
-33.89960422818652,150.93398067226144,12.65,Point,2390,R1426,GF,308967.183,6247052.729,12.65
-33.89954670223628,150.93413016914045,12.65,Point,2391,R1426,GF,308980.88,6247059.387,12.65
-33.89945355614036,150.93400535033342,12.65,Point,2392,R1426,GF,308969.129,6247069.485,12.65
-33.91081059402882,150.93385654327426,10.31,Point,2393,R1427,GF,308980.715,6245809.67,10.31
-33.91087708457203,150.93395060467375,10.31,Point,2394,R1427,GF,308989.561,6245802.471,10.31
-33.910827188233355,150.93405501343915,10.31,Point,2395,R1427,GF,308999.104,6245808.199,10.31
-33.91076010065501,150.93396190729553,10.31,Point,2396,R1427,GF,308990.345,6245815.466,10.31
-33.90288123620161,150.9338771021416,9.75,Point,2397,R1428,GF,308964.918,6246689.104,9.75
-33.90295812795363,150.93391341872817,9.75,Point,2398,R1428,GF,308968.448,6246680.644,9.75
-33.90291208255534,150.93399638931822,9.75,Point,2399,R1428,GF,308976.018,6246685.905,9.75
-33.902835551478695,150.933959534101,9.75,Point,2400,R1428,GF,308972.439,6246694.324,9.75
-33.91015304619392,150.9338793379634,10.15,Point,2401,R1429,GF,308981.355,6245882.637,10.15
-33.91022275215121,150.93391085604208,10.15,Point,2402,R1429,GF,308984.425,6245874.965,10.15
-33.91021782577606,150.93399878936503,10.15,Point,2403,R1429,GF,308992.545,6245875.675,10.15
-33.910147720651736,150.93396820008962,10.15,Point,2404,R1429,GF,308989.56,6245883.393,10.15
-33.894362032321034,150.93518629391698,22.84,Point,2405,R1430,GF,309066.988,6247636.35,22.84
-33.894362032321034,150.93518629391698,25.84,Point,2405,R1430,F 1,309066.988,6247636.35,25.84
-33.89439474052322,150.93567006046763,22.84,Point,2406,R1430,GF,309111.802,6247633.622,22.84
-33.89439474052322,150.93567006046763,25.84,Point,2406,R1430,F 1,309111.802,6247633.622,25.84
-33.89423046736751,150.93621262645644,22.84,Point,2407,R1430,GF,309161.615,6247652.849,22.84
-33.89423046736751,150.93621262645644,25.84,Point,2407,R1430,F 1,309161.615,6247652.849,25.84
-33.893872625450435,150.93542618347988,22.84,Point,2408,R1430,GF,309088.083,6247691.073,22.84
-33.893872625450435,150.93542618347988,25.84,Point,2408,R1430,F 1,309088.083,6247691.073,25.84
-33.89394547131197,150.9345571330357,22.84,Point,2409,R1430,GF,309007.871,6247681.378,22.84
-33.89394547131197,150.9345571330357,25.84,Point,2409,R1430,F 1,309007.871,6247681.378,25.84
-33.89412199828357,150.93449394732286,22.84,Point,2410,R1430,GF,309002.421,6247661.683,22.84
-33.89412199828357,150.93449394732286,25.84,Point,2410,R1430,F 1,309002.421,6247661.683,25.84
-33.89408253863026,150.93447125197815,22.84,Point,2411,R1430,GF,309000.234,6247666.017,22.84
-33.89408253863026,150.93447125197815,25.84,Point,2411,R1430,F 1,309000.234,6247666.017,25.84
-33.893992893871875,150.9342035873415,22.84,Point,2412,R1430,GF,308975.279,6247675.461,22.84
-33.893992893871875,150.9342035873415,25.84,Point,2412,R1430,F 1,308975.279,6247675.461,25.84
-33.894121454642686,150.9338949886104,25.84,Point,2413,R1430,F 1,308947.025,6247660.629,25.84
-33.89431895518277,150.93411509293315,25.84,Point,2414,R1430,F 1,308967.822,6247639.135,25.84
-33.89763381015334,150.93390137770044,17.3,Point,2416,R1431,GF,308955.453,6247271.108,17.3
-33.89763381015334,150.93390137770044,20.3,Point,2416,R1431,F 1,308955.453,6247271.108,20.3
-33.89763381015334,150.93390137770044,23.3,Point,2416,R1431,F 2,308955.453,6247271.108,23.3
-33.897736855687356,150.93411212382367,17.3,Point,2417,R1431,GF,308975.173,6247260.072,17.3
-33.897736855687356,150.93411212382367,20.3,Point,2417,R1431,F 1,308975.173,6247260.072,20.3
-33.897736855687356,150.93411212382367,23.3,Point,2417,R1431,F 2,308975.173,6247260.072,23.3
-33.897693583761146,150.934346469038,17.3,Point,2418,R1431,GF,308996.749,6247265.307,17.3
-33.897693583761146,150.934346469038,20.3,Point,2418,R1431,F 1,308996.749,6247265.307,20.3
-33.897693583761146,150.934346469038,23.3,Point,2418,R1431,F 2,308996.749,6247265.307,23.3
-33.897591199485234,150.93413587977903,17.3,Point,2419,R1431,GF,308977.045,6247276.27,17.3
-33.897591199485234,150.93413587977903,20.3,Point,2419,R1431,F 1,308977.045,6247276.27,20.3
-33.897591199485234,150.93413587977903,23.3,Point,2419,R1431,F 2,308977.045,6247276.27,23.3
-33.902656304050915,150.93393255426327,9.92,Point,2420,R1433,GF,308969.544,6246714.153,9.92
-33.902749412803836,150.93390627942856,9.92,Point,2421,R1433,GF,308967.322,6246703.778,9.92
-33.9027579275214,150.9340225260127,9.92,Point,2422,R1433,GF,308978.091,6246703.05,9.92
-33.902664139359395,150.93404915234186,9.92,Point,2423,R1433,GF,308980.344,6246713.501,9.92
-33.90834947388668,150.93390295380937,9.34,Point,2424,R1434,GF,308979.513,6246082.704,9.34
-33.90834947388668,150.93390295380937,12.34,Point,2424,R1434,F 1,308979.513,6246082.704,12.34
-33.90838732040171,150.93401973284696,9.34,Point,2425,R1434,GF,308990.396,6246078.724,9.34
-33.90838732040171,150.93401973284696,12.34,Point,2425,R1434,F 1,308990.396,6246078.724,12.34
-33.9082996826583,150.9341076707081,9.34,Point,2426,R1434,GF,308998.332,6246088.607,9.34
-33.9082996826583,150.9341076707081,12.34,Point,2426,R1434,F 1,308998.332,6246088.607,12.34
-33.908237496769864,150.93403907309127,9.34,Point,2427,R1434,GF,308991.85,6246095.376,9.34
-33.908237496769864,150.93403907309127,12.34,Point,2427,R1434,F 1,308991.85,6246095.376,12.34
-33.908277199849586,150.93398653042684,9.34,Point,2428,R1434,GF,308987.08,6246090.875,9.34
-33.908277199849586,150.93398653042684,12.34,Point,2428,R1434,F 1,308987.08,6246090.875,12.34
-33.908293537206276,150.93394884825702,9.34,Point,2429,R1434,GF,308983.632,6246088.993,9.34
-33.908293537206276,150.93394884825702,12.34,Point,2429,R1434,F 1,308983.632,6246088.993,12.34
-33.8993511059547,150.93392522021037,13.27,Point,2430,R1437,GF,308961.49,6247080.698,13.27
-33.8993511059547,150.93392522021037,16.27,Point,2430,R1437,F 1,308961.49,6247080.698,16.27
-33.89940417190734,150.93397692450804,13.27,Point,2431,R1437,GF,308966.39,6247074.909,13.27
-33.89940417190734,150.93397692450804,16.27,Point,2431,R1437,F 1,308966.39,6247074.909,16.27
-33.89942137071983,150.93401100368015,13.27,Point,2432,R1437,GF,308969.58,6247073.065,13.27
-33.89942137071983,150.93401100368015,16.27,Point,2432,R1437,F 1,308969.58,6247073.065,16.27
-33.8994588817028,150.9340524431711,13.27,Point,2433,R1437,GF,308973.496,6247068.982,13.27
-33.8994588817028,150.9340524431711,16.27,Point,2433,R1437,F 1,308973.496,6247068.982,16.27
-33.899394592579014,150.93411699211413,13.27,Point,2434,R1437,GF,308979.322,6247076.232,13.27
-33.899394592579014,150.93411699211413,16.27,Point,2434,R1437,F 1,308979.322,6247076.232,16.27
-33.89931395278111,150.9340330160118,13.27,Point,2435,R1437,GF,308971.376,6247085.019,13.27
-33.89931395278111,150.9340330160118,16.27,Point,2435,R1437,F 1,308971.376,6247085.019,16.27
-33.90226759568275,150.93393889598627,10.3,Point,2436,R1438,GF,308969.263,6246757.274,10.3
-33.902350849109524,150.93399645896886,10.3,Point,2437,R1438,GF,308974.772,6246748.148,10.3
-33.90228927701462,150.93407837617963,10.3,Point,2438,R1438,GF,308982.21,6246755.129,10.3
-33.9022062523993,150.93402101309076,10.3,Point,2439,R1438,GF,308976.72,6246764.23,10.3
-33.8974276874596,150.9339434286738,17.93,Point,2440,R1439,GF,308958.882,6247294.046,17.93
-33.8974276874596,150.9339434286738,20.93,Point,2440,R1439,F 1,308958.882,6247294.046,20.93
-33.8974276874596,150.9339434286738,23.93,Point,2440,R1439,F 2,308958.882,6247294.046,23.93
-33.89752355053704,150.9340087617191,17.93,Point,2441,R1439,GF,308965.138,6247283.536,17.93
-33.89752355053704,150.9340087617191,20.93,Point,2441,R1439,F 1,308965.138,6247283.536,20.93
-33.89752355053704,150.9340087617191,23.93,Point,2441,R1439,F 2,308965.138,6247283.536,23.93
-33.89749039058511,150.93408908035602,17.93,Point,2442,R1439,GF,308972.492,6247287.363,17.93
-33.89749039058511,150.93408908035602,20.93,Point,2442,R1439,F 1,308972.492,6247287.363,20.93
-33.89749039058511,150.93408908035602,23.93,Point,2442,R1439,F 2,308972.492,6247287.363,23.93
-33.897480130511404,150.93418481723467,17.93,Point,2443,R1439,GF,308981.323,6247288.679,17.93
-33.897480130511404,150.93418481723467,20.93,Point,2443,R1439,F 1,308981.323,6247288.679,20.93
-33.897480130511404,150.93418481723467,23.93,Point,2443,R1439,F 2,308981.323,6247288.679,23.93
-33.897524641113534,150.93427855161258,17.93,Point,2444,R1439,GF,308990.091,6247283.917,17.93
-33.897524641113534,150.93427855161258,20.93,Point,2444,R1439,F 1,308990.091,6247283.917,20.93
-33.897524641113534,150.93427855161258,23.93,Point,2444,R1439,F 2,308990.091,6247283.917,23.93
-33.89758573517832,150.93434550237066,17.93,Point,2445,R1439,GF,308996.419,6247277.266,17.93
-33.89758573517832,150.93434550237066,20.93,Point,2445,R1439,F 1,308996.419,6247277.266,20.93
-33.89758573517832,150.93434550237066,23.93,Point,2445,R1439,F 2,308996.419,6247277.266,23.93
-33.89749960048834,150.93442309799136,17.93,Point,2446,R1439,GF,309003.403,6247286.963,17.93
-33.89749960048834,150.93442309799136,20.93,Point,2446,R1439,F 1,309003.403,6247286.963,20.93
-33.89749960048834,150.93442309799136,23.93,Point,2446,R1439,F 2,309003.403,6247286.963,23.93
-33.89737119067728,150.9341919002994,17.93,Point,2447,R1439,GF,308981.735,6247300.774,17.93
-33.89737119067728,150.9341919002994,20.93,Point,2447,R1439,F 1,308981.735,6247300.774,20.93
-33.89737119067728,150.9341919002994,23.93,Point,2447,R1439,F 2,308981.735,6247300.774,23.93
-33.895610079220944,150.9340684845063,26.66,Point,2449,R1440,GF,308966.392,6247495.858,26.66
-33.89554411789186,150.93401777461827,26.66,Point,2450,R1440,GF,308961.555,6247503.079,26.66
-33.89563229060259,150.9339488031233,26.66,Point,2451,R1440,GF,308955.373,6247493.172,26.66
-33.89574642648681,150.93400850395867,26.66,Point,2452,R1440,GF,308961.149,6247480.625,26.66
-33.90903280202899,150.9339404018473,9.54,Point,2453,R1441,GF,308984.501,6246006.99,9.54
-33.90908739009569,150.93402854123403,9.54,Point,2454,R1441,GF,308992.773,6246001.1,9.54
-33.90902804762031,150.934117581293,9.54,Point,2455,R1441,GF,309000.874,6246007.847,9.54
-33.908973982030915,150.93402779631762,9.54,Point,2456,R1441,GF,308992.451,6246013.676,9.54
-33.89379972182057,150.93422913662837,23.16,Point,2457,R1444,GF,308977.211,6247696.932,23.16
-33.89379972182057,150.93422913662837,26.16,Point,2457,R1444,F 1,308977.211,6247696.932,26.16
-33.89379972182057,150.93422913662837,29.16,Point,2457,R1444,F 2,308977.211,6247696.932,29.16
-33.893850112991885,150.9339676748045,23.16,Point,2458,R1444,GF,308953.142,6247690.857,23.16
-33.893850112991885,150.9339676748045,26.16,Point,2458,R1444,F 1,308953.142,6247690.857,26.16
-33.893850112991885,150.9339676748045,29.16,Point,2458,R1444,F 2,308953.142,6247690.857,29.16
-33.89396395539942,150.93419693285452,23.16,Point,2459,R1444,GF,308974.599,6247678.658,23.16
-33.89396395539942,150.93419693285452,26.16,Point,2459,R1444,F 1,308974.599,6247678.658,26.16
-33.89396395539942,150.93419693285452,29.16,Point,2459,R1444,F 2,308974.599,6247678.658,29.16
-33.893914517517295,150.93445827460505,23.16,Point,2460,R1444,GF,308998.659,6247684.627,23.16
-33.893914517517295,150.93445827460505,26.16,Point,2460,R1444,F 1,308998.659,6247684.627,26.16
-33.893914517517295,150.93445827460505,29.16,Point,2460,R1444,F 2,308998.659,6247684.627,29.16
-33.913777731073125,150.93429230750553,11.16,Point,2461,R1445,GF,309027.631,6245481.414,11.16
-33.913777731073125,150.93429230750553,14.16,Point,2461,R1445,F 1,309027.631,6245481.414,14.16
-33.91417782303604,150.93396170148458,11.16,Point,2462,R1445,GF,308997.955,6245436.427,11.16
-33.91417782303604,150.93396170148458,14.16,Point,2462,R1445,F 1,308997.955,6245436.427,14.16
-33.91464209544861,150.93413344160757,11.16,Point,2463,R1445,GF,309014.871,6245385.257,11.16
-33.91464209544861,150.93413344160757,14.16,Point,2463,R1445,F 1,309014.871,6245385.257,14.16
-33.91424200308946,150.93446404876073,11.16,Point,2464,R1445,GF,309044.547,6245430.244,11.16
-33.91424200308946,150.93446404876073,14.16,Point,2464,R1445,F 1,309044.547,6245430.244,14.16
-33.89719089875746,150.933978509666,18.87,Point,2465,R1447,GF,308961.598,6247320.372,18.87
-33.89719089875746,150.933978509666,21.87,Point,2465,R1447,F 1,308961.598,6247320.372,21.87
-33.89728445390526,150.93421478606777,18.87,Point,2466,R1447,GF,308983.658,6247310.436,18.87
-33.89728445390526,150.93421478606777,21.87,Point,2466,R1447,F 1,308983.658,6247310.436,21.87
-33.897255908165995,150.93447289844536,18.87,Point,2467,R1447,GF,309007.465,6247314.082,18.87
-33.897255908165995,150.93447289844536,21.87,Point,2467,R1447,F 1,309007.465,6247314.082,21.87
-33.8971631241598,150.93423687354422,18.87,Point,2468,R1447,GF,308985.43,6247323.933,18.87
-33.8971631241598,150.93423687354422,21.87,Point,2468,R1447,F 1,308985.43,6247323.933,21.87
-33.91054776647685,150.9339744408956,10.24,Point,2469,R1448,GF,308991.03,6245839.038,10.24
-33.91061436736034,150.93401275001966,10.24,Point,2470,R1448,GF,308994.721,6245831.723,10.24
-33.91055497026104,150.93407327489038,10.24,Point,2471,R1448,GF,309000.185,6245838.423,10.24
-33.91048872072728,150.93403494644716,10.24,Point,2472,R1448,GF,308996.493,6245845.699,10.24
-33.91069206110815,150.93398724460346,10.29,Point,2473,R1450,GF,308992.536,6245823.059,10.29
-33.91076079491303,150.93403283464357,10.29,Point,2474,R1450,GF,308996.905,6245815.521,10.29
-33.91070689130263,150.93410155428498,10.29,Point,2475,R1450,GF,309003.139,6245821.627,10.29
-33.9106385514933,150.93405687394898,10.29,Point,2476,R1450,GF,308998.855,6245829.123,10.29
-33.90843913594755,150.93401572453777,9.53,Point,2477,R1451,GF,308990.141,6246072.97,9.53
-33.90845998291152,150.93401035490083,9.53,Point,2478,R1451,GF,308989.691,6246070.648,9.53
-33.9084975331429,150.9339912588013,9.53,Point,2479,R1451,GF,308988.009,6246066.448,9.53
-33.90852074134619,150.93407233628324,9.53,Point,2480,R1451,GF,308995.558,6246064.025,9.53
